TIMESTAMP,AGE,GENDER,COUNTRY,FAMILY_HISTORY,TREATMENT,WORK_INTERFERE,BENEFIT,SEEK_HELP,MENTAL_HEALTH_AFFECT,PHYSICAL_HEALTH_AFFECT
02-01-2024 19:47,46,Female,Australia,No,No,Sometimes,Yes,No,No,Maybe
02-01-2024 19:48,29,Male,India,Yes,Yes,Never,Don't know,Don't know,No,Yes
02-01-2024 19:49,28,Male,India,Yes,Yes,Never,Yes,Yes,No,Maybe
02-01-2024 19:50,49,Female,India,No,Yes,Rarely,Don't know,Yes,No,Yes
02-01-2024 19:51,35,Female,Canada,No,No,Often,No,Don't know,Maybe,Maybe
02-01-2024 19:52,44,Other,United Kingdom,Yes,Yes,Sometimes,Yes,No,Yes,No
02-01-2024 19:53,38,Male,Germany,Yes,No,Never,Yes,No,No,No
02-01-2024 19:54,58,Female,Australia,No,No,Rarely,No,Don't know,Yes,Yes
02-01-2024 19:55,62,Other,Canada,Yes,Yes,Yes,Don't know,No,Yes,Yes
02-01-2024 19:56,51,Male,India,No,Yes,Never,No,No,No,No
02-01-2024 19:57,45,Female,Canada,No,Yes,Never,Yes,Yes,Maybe,Yes
02-01-2024 19:58,63,Other,Australia,Yes,No,Sometimes,No,Don't know,Maybe,Maybe
02-01-2024 19:59,24,Male,United Kingdom,No,Yes,Often,Yes,No,Maybe,Yes
02-01-2024 20:00,35,Male,India,No,No,Never,Yes,No,No,Yes
02-01-2024 20:01,43,Female,Canada,No,Yes,Never,Yes,No,No,No
02-01-2024 20:02,29,Female,Australia,No,Yes,Rarely,Yes,No,No,Yes
02-01-2024 20:03,26,Male,Germany,No,Yes,Never,Yes,Don't know,No,No
02-01-2024 20:04,52,Female,United Kingdom,No,Yes,Never,No,No,Yes,No
02-01-2024 20:05,23,Female,Canada,Yes,No,Sometimes,Yes,Don't know,No,Yes
02-01-2024 20:06,33,Female,United Kingdom,No,No,No,Yes,No,No,Maybe
02-01-2024 20:07,22,Male,Germany,Yes,No,Rarely,Yes,Yes,Yes,Maybe
02-01-2024 20:08,38,Male,United Kingdom,No,No,Never,No,Don't know,No,Yes
02-01-2024 20:09,30,Female,Australia,Yes,Yes,Yes,Don't know,No,No,Yes
02-01-2024 20:10,44,Female,India,No,Yes,Rarely,Don't know,Yes,Yes,Yes
02-01-2024 20:11,54,Male,Canada,No,No,Rarely,No,Don't know,Maybe,No
02-01-2024 20:12,23,Female,India,No,Yes,Never,No,Don't know,Maybe,Yes
02-01-2024 20:13,30,Male,Australia,Yes,Yes,Yes,Yes,Don't know,Yes,Maybe
02-01-2024 20:14,49,Male,India,Yes,Yes,Yes,No,Yes,No,Maybe
02-01-2024 20:15,26,Male,United Kingdom,Yes,Yes,Never,Don't know,Don't know,Yes,Yes
02-01-2024 20:16,23,Male,Germany,Yes,No,Often,No,No,Maybe,Maybe
02-01-2024 20:17,43,Male,Germany,No,No,Often,No,No,Maybe,Maybe
02-01-2024 20:18,30,Male,Canada,No,No,Rarely,Don't know,Don't know,Yes,Maybe
02-01-2024 20:19,23,Female,India,Yes,No,Never,No,Don't know,Yes,Yes
02-01-2024 20:20,59,Female,Germany,No,No,Often,Don't know,No,Yes,No
02-01-2024 20:21,29,Male,India,No,No,Never,No,No,Maybe,No
02-01-2024 20:22,53,Female,United States,Yes,No,Sometimes,Don't know,No,Maybe,Maybe
02-01-2024 20:23,34,Male,Canada,No,Yes,Rarely,Don't know,Don't know,Maybe,Maybe
02-01-2024 20:24,45,Female,United States,No,No,Sometimes,No,Don't know,No,Yes
02-01-2024 20:25,37,Male,India,No,No,Yes,Yes,Don't know,Yes,Maybe
02-01-2024 20:26,60,Male,United States,No,No,Never,No,No,Yes,Maybe
02-01-2024 20:27,53,Male,United Kingdom,Yes,No,Never,No,Yes,Yes,Yes
02-01-2024 20:28,26,Female,Germany,No,No,Rarely,No,No,No,Maybe
02-01-2024 20:29,48,Female,United Kingdom,Yes,No,Never,No,No,Yes,Maybe
02-01-2024 20:30,34,Female,Australia,No,No,Yes,Yes,Yes,Maybe,No
02-01-2024 20:31,54,Female,United States,No,No,Never,No,Yes,Yes,Maybe
02-01-2024 20:32,37,Male,Canada,No,Yes,Rarely,Don't know,Don't know,No,No
02-01-2024 20:33,58,Female,Australia,Yes,No,Yes,Don't know,Yes,No,No
02-01-2024 20:34,21,Male,Germany,No,No,Yes,Yes,Yes,No,No
02-01-2024 20:35,27,Male,India,No,No,Often,Don't know,No,No,Yes
02-01-2024 20:36,24,Female,Canada,No,No,Never,Don't know,Don't know,No,No
02-01-2024 20:37,29,Female,Germany,No,Yes,No,Don't know,Don't know,Yes,Maybe
02-01-2024 20:38,57,Male,United Kingdom,Yes,No,Sometimes,No,Yes,No,Yes
02-01-2024 20:39,59,Female,United States,Yes,Yes,Never,Don't know,Don't know,Yes,Maybe
02-01-2024 20:40,52,Male,Australia,No,Yes,No,No,Yes,No,No
02-01-2024 20:41,55,Male,Canada,No,No,Sometimes,Don't know,No,Maybe,Yes
02-01-2024 20:42,44,Female,United Kingdom,No,No,Rarely,Yes,No,Maybe,Yes
02-01-2024 20:43,42,Female,United Kingdom,Yes,No,Yes,Yes,No,Yes,Maybe
02-01-2024 20:44,38,Female,Australia,No,No,Never,Yes,Don't know,Yes,Maybe
02-01-2024 20:45,51,Male,United States,No,No,Never,Yes,Don't know,Yes,No
02-01-2024 20:46,18,Male,Australia,No,No,Sometimes,No,Yes,Yes,Maybe
02-01-2024 20:47,57,Female,United Kingdom,No,No,Yes,Yes,Yes,Yes,Maybe
02-01-2024 20:48,61,Female,Germany,No,No,Often,Yes,No,Yes,Maybe
02-01-2024 20:49,19,Female,Australia,No,No,Yes,Yes,No,Maybe,Yes
02-01-2024 20:50,55,Male,United States,No,Yes,Rarely,Don't know,Don't know,No,Yes
02-01-2024 20:51,36,Female,United States,Yes,Yes,Rarely,Yes,No,Yes,No
02-01-2024 20:52,40,Male,Germany,No,Yes,Rarely,Don't know,Yes,Maybe,No
02-01-2024 20:53,36,Male,Canada,No,No,Often,No,Yes,No,No
02-01-2024 20:54,41,Male,Germany,No,No,Often,No,Don't know,Yes,Maybe
02-01-2024 20:55,25,Female,Australia,No,No,Never,Yes,Don't know,Maybe,Maybe
02-01-2024 20:56,53,Male,Australia,No,Yes,Sometimes,Yes,Don't know,Yes,No
02-01-2024 20:57,60,Female,India,No,Yes,Yes,No,No,No,No
02-01-2024 20:58,51,Male,Canada,No,No,Yes,Yes,No,Yes,Yes
02-01-2024 20:59,39,Male,Canada,No,Yes,Sometimes,No,Yes,Maybe,No
02-01-2024 21:00,40,Female,India,Yes,No,Often,Yes,No,Maybe,Maybe
02-01-2024 21:01,33,Female,United Kingdom,No,No,No,Don't know,Don't know,Yes,Maybe
02-01-2024 21:02,42,Female,United Kingdom,Yes,No,No,Yes,Don't know,Maybe,No
02-01-2024 21:03,52,Female,Australia,No,No,Sometimes,Don't know,No,No,No
02-01-2024 21:04,50,Male,United Kingdom,No,No,Often,Yes,Don't know,No,Maybe
02-01-2024 21:05,47,Male,United Kingdom,No,No,Rarely,No,No,No,Yes
02-01-2024 21:06,60,Female,Canada,No,No,Yes,No,Don't know,No,Maybe
02-01-2024 21:07,54,Female,United States,No,Yes,Never,Don't know,No,Yes,Yes
02-01-2024 21:08,58,Male,Germany,Yes,Yes,Rarely,Yes,No,No,Maybe
02-01-2024 21:09,19,Female,Canada,Yes,Yes,Often,Yes,Yes,Yes,Maybe
02-01-2024 21:10,37,Female,Germany,No,No,Sometimes,Don't know,No,No,No
02-01-2024 21:11,48,Female,India,Yes,No,Yes,No,Don't know,No,Yes
02-01-2024 21:12,60,Female,Canada,No,No,Often,Yes,No,Yes,Maybe
02-01-2024 21:13,38,Male,India,No,No,Yes,Don't know,Don't know,Maybe,Maybe
02-01-2024 21:14,44,Female,Canada,No,No,No,No,No,Maybe,Maybe
02-01-2024 21:15,20,Male,Germany,No,No,Sometimes,Yes,Don't know,Yes,Maybe
02-01-2024 21:16,47,Male,United States,Yes,No,Yes,Yes,Don't know,No,Maybe
02-01-2024 21:17,40,Female,Canada,No,No,Never,No,Don't know,Yes,No
02-01-2024 21:18,22,Male,Australia,Yes,No,Sometimes,Yes,Don't know,No,No
02-01-2024 21:19,41,Female,Germany,Yes,No,Sometimes,No,No,Yes,No
02-01-2024 21:20,29,Female,Canada,No,Yes,Often,No,Don't know,Maybe,No
02-01-2024 21:21,32,Male,Germany,Yes,Yes,Yes,Don't know,Yes,Maybe,Yes
02-01-2024 21:22,26,Male,India,No,No,Rarely,No,Don't know,No,Yes
02-01-2024 21:23,45,Male,Australia,No,No,Sometimes,No,Yes,Yes,No
02-01-2024 21:24,30,Female,Germany,Yes,No,Often,Don't know,Don't know,Maybe,Maybe
02-01-2024 21:25,43,Female,Germany,No,No,Rarely,Yes,Yes,Yes,Yes
02-01-2024 21:26,54,Male,United Kingdom,Yes,No,Rarely,Don't know,No,Maybe,No
02-01-2024 21:27,64,Female,India,No,Yes,Rarely,Yes,Yes,No,No
02-01-2024 21:28,19,Male,Canada,Yes,Yes,No,Don't know,Don't know,Yes,Maybe
02-01-2024 21:29,32,Male,Australia,No,No,No,Yes,No,Maybe,Yes
02-01-2024 21:30,28,Female,Australia,No,Yes,Sometimes,No,Don't know,Maybe,Yes
02-01-2024 21:31,52,Male,Canada,Yes,No,Never,Yes,No,No,Yes
02-01-2024 21:32,27,Female,United Kingdom,No,No,Yes,No,Yes,Yes,Maybe
02-01-2024 21:33,60,Male,Germany,No,No,No,Yes,No,Yes,Yes
02-01-2024 21:34,61,Female,Germany,Yes,Yes,Rarely,No,Don't know,Yes,Yes
02-01-2024 21:35,61,Male,Germany,No,No,Yes,Don't know,Yes,No,No
02-01-2024 21:36,45,Male,Canada,No,No,Yes,No,Yes,No,Yes
02-01-2024 21:37,41,Male,Germany,No,Yes,Never,Don't know,Yes,Maybe,No
02-01-2024 21:38,43,Male,United Kingdom,No,No,Rarely,Yes,Yes,No,No
02-01-2024 21:39,57,Male,Germany,No,No,Never,No,Yes,Maybe,Maybe
02-01-2024 21:40,36,Male,India,No,Yes,Rarely,Yes,Yes,No,Yes
02-01-2024 21:41,27,Male,United Kingdom,No,No,No,Yes,No,Maybe,Maybe
02-01-2024 21:42,18,Male,Germany,No,Yes,Yes,No,Don't know,No,Maybe
02-01-2024 21:43,63,Male,Australia,Yes,Yes,No,Yes,No,Yes,Maybe
02-01-2024 21:44,22,Male,Australia,No,No,Sometimes,No,No,No,No
02-01-2024 21:45,54,Male,United States,No,No,Yes,No,No,Maybe,No
02-01-2024 21:46,36,Female,Germany,No,Yes,Yes,No,No,No,Maybe
02-01-2024 21:47,24,Female,United Kingdom,No,No,No,Don't know,No,No,Yes
02-01-2024 21:48,49,Female,Germany,Yes,No,No,No,No,Yes,Yes
02-01-2024 21:49,27,Male,Germany,Yes,No,No,Yes,Don't know,No,Maybe
02-01-2024 21:50,43,Female,India,No,No,Never,Yes,Yes,Yes,Yes
02-01-2024 21:51,57,Female,United Kingdom,Yes,No,Rarely,No,Don't know,No,Maybe
02-01-2024 21:52,29,Female,United States,Yes,Yes,No,Yes,No,Yes,Yes
02-01-2024 21:53,48,Female,Canada,No,Yes,Sometimes,Don't know,Yes,Yes,Maybe
02-01-2024 21:54,27,Male,Australia,No,No,Sometimes,No,Yes,Yes,Yes
02-01-2024 21:55,51,Male,Germany,No,Yes,Sometimes,Yes,Yes,No,Maybe
02-01-2024 21:56,50,Female,India,No,No,Never,No,No,Maybe,Yes
02-01-2024 21:57,60,Female,India,No,No,Never,No,No,No,No
02-01-2024 21:58,62,Male,United States,No,No,Often,Don't know,No,No,No
02-01-2024 21:59,31,Female,United States,No,Yes,Yes,Yes,No,No,No
02-01-2024 22:00,35,Male,United States,No,Yes,Yes,Don't know,Don't know,No,Yes
02-01-2024 22:01,44,Female,Canada,Yes,No,Never,Don't know,No,Yes,Yes
02-01-2024 22:02,26,Female,Germany,No,Yes,Never,Don't know,Yes,Yes,Yes
02-01-2024 22:03,64,Female,United States,No,No,Often,Don't know,Don't know,Maybe,No
02-01-2024 22:04,47,Female,Australia,No,Yes,Yes,No,Don't know,No,Yes
02-01-2024 22:05,30,Male,Germany,No,No,Yes,Don't know,Yes,Yes,No
02-01-2024 22:06,60,Male,India,No,No,No,Yes,No,No,Maybe
02-01-2024 22:07,37,Female,India,Yes,Yes,Often,Yes,Don't know,No,Yes
02-01-2024 22:08,51,Female,Australia,No,No,Yes,No,No,Yes,No
02-01-2024 22:09,36,Male,United States,No,No,Yes,No,Don't know,Yes,Yes
02-01-2024 22:10,46,Female,Canada,No,Yes,Often,Yes,No,Yes,Maybe
02-01-2024 22:11,24,Male,Canada,No,No,Often,Don't know,Don't know,Maybe,Yes
02-01-2024 22:12,57,Male,Germany,No,No,Rarely,Yes,Don't know,Yes,No
02-01-2024 22:13,24,Female,Australia,Yes,Yes,Yes,Yes,Yes,No,Yes
02-01-2024 22:14,35,Male,India,No,Yes,Often,Yes,Don't know,Yes,Maybe
02-01-2024 22:15,31,Female,Germany,No,Yes,No,Yes,Don't know,No,No
02-01-2024 22:16,64,Female,Canada,No,Yes,Sometimes,Yes,Yes,Yes,Maybe
02-01-2024 22:17,64,Male,Germany,Yes,Yes,No,No,Yes,Yes,No
02-01-2024 22:18,33,Male,Canada,No,No,Yes,No,Don't know,Yes,Maybe
02-01-2024 22:19,46,Male,Australia,No,No,No,No,Don't know,Maybe,Yes
02-01-2024 22:20,37,Male,Australia,Yes,No,Rarely,Yes,Don't know,Maybe,Yes
02-01-2024 22:21,62,Female,United Kingdom,No,Yes,No,No,Don't know,Yes,Maybe
02-01-2024 22:22,47,Female,Canada,No,No,No,No,Yes,No,Yes
02-01-2024 22:23,57,Male,United Kingdom,Yes,Yes,No,Don't know,No,Yes,Maybe
02-01-2024 22:24,62,Male,India,No,No,No,Don't know,No,No,No
02-01-2024 22:25,33,Male,Germany,No,No,No,No,No,Maybe,No
02-01-2024 22:26,60,Female,United Kingdom,No,No,No,No,No,No,Yes
02-01-2024 22:27,48,Female,Canada,No,Yes,Yes,Yes,No,Yes,Maybe
02-01-2024 22:28,32,Male,Australia,No,No,Often,No,Yes,Maybe,Maybe
02-01-2024 22:29,48,Male,Germany,No,No,Never,Don't know,No,No,No
02-01-2024 22:30,44,Female,Canada,No,No,Yes,Don't know,Don't know,Yes,Yes
02-01-2024 22:31,34,Female,United States,No,No,Often,No,Don't know,Yes,Maybe
02-01-2024 22:32,52,Female,Australia,Yes,No,Yes,Don't know,Don't know,No,Yes
02-01-2024 22:33,42,Male,United Kingdom,Yes,Yes,Yes,Yes,Yes,Yes,Maybe
02-01-2024 22:34,50,Male,United States,No,Yes,No,No,Don't know,No,Maybe
02-01-2024 22:35,24,Female,United Kingdom,No,Yes,Yes,No,No,Maybe,No
02-01-2024 22:36,33,Female,Australia,No,Yes,Rarely,Yes,Don't know,No,Maybe
02-01-2024 22:37,57,Male,Canada,Yes,Yes,Sometimes,Don't know,Don't know,Maybe,No
02-01-2024 22:38,50,Female,India,No,Yes,Sometimes,Don't know,No,Maybe,Yes
02-01-2024 22:39,34,Female,Germany,No,No,Yes,Don't know,No,Maybe,No
02-01-2024 22:40,42,Male,Canada,Yes,No,Sometimes,Yes,No,Maybe,No
02-01-2024 22:41,19,Male,Australia,Yes,No,Rarely,No,Yes,No,Maybe
02-01-2024 22:42,21,Male,Australia,No,No,Rarely,Don't know,Don't know,Maybe,Maybe
02-01-2024 22:43,62,Male,United States,Yes,Yes,Yes,Yes,No,Maybe,Maybe
02-01-2024 22:44,60,Male,Germany,No,No,Rarely,Don't know,Don't know,Yes,Yes
02-01-2024 22:45,54,Female,United Kingdom,No,No,Never,Yes,No,Maybe,Maybe
02-01-2024 22:46,22,Male,Australia,No,No,Yes,No,Don't know,Maybe,Yes
02-01-2024 22:47,58,Female,United States,No,No,No,No,Yes,Maybe,No
02-01-2024 22:48,28,Male,Canada,No,No,Never,No,Yes,No,Yes
02-01-2024 22:49,62,Male,Germany,No,No,No,Don't know,Yes,Yes,Maybe
02-01-2024 22:50,27,Female,United Kingdom,No,No,Often,Yes,No,Maybe,No
02-01-2024 22:51,20,Male,India,No,Yes,Never,No,Yes,Yes,Yes
02-01-2024 22:52,38,Other,India,No,No,Sometimes,Don't know,No,No,Maybe
02-01-2024 22:53,18,Male,United States,No,Yes,Never,Yes,No,Yes,No
02-01-2024 22:54,59,Female,Germany,No,Yes,Never,Don't know,No,Maybe,Yes
02-01-2024 22:55,18,Female,Germany,No,Yes,Often,No,Don't know,Yes,Yes
02-01-2024 22:56,34,Female,Australia,No,Yes,Rarely,Don't know,Don't know,Maybe,Maybe
02-01-2024 22:57,28,Male,United States,No,Yes,Never,Yes,Don't know,Maybe,Yes
02-01-2024 22:58,58,Female,United States,No,No,Sometimes,No,Don't know,No,Maybe
02-01-2024 22:59,40,Female,United Kingdom,No,No,Yes,Don't know,Don't know,Yes,Maybe
02-01-2024 23:00,26,Female,United Kingdom,No,No,No,Yes,Yes,Yes,Yes
02-01-2024 23:01,20,Female,Australia,No,No,Often,No,Yes,Yes,Yes
02-01-2024 23:02,39,Male,Canada,No,Yes,Never,Don't know,Don't know,Yes,Maybe
02-01-2024 23:03,44,Other,Germany,No,Yes,Often,No,Yes,Maybe,No
02-01-2024 23:04,28,Other,India,No,Yes,Yes,Yes,Yes,Yes,No
02-01-2024 23:05,28,Female,United States,Yes,No,No,No,No,Yes,No
02-01-2024 23:06,27,Male,United States,No,No,Often,Don't know,Don't know,Maybe,No
02-01-2024 23:07,40,Male,United States,No,No,Never,No,No,Yes,Yes
02-01-2024 23:08,40,Male,Germany,No,Yes,Never,No,Don't know,Yes,No
02-01-2024 23:09,58,Male,United States,Yes,No,No,No,Don't know,Yes,Yes
02-01-2024 23:10,62,Male,United Kingdom,No,Yes,Rarely,Yes,No,Yes,Maybe
02-01-2024 23:11,61,Male,United States,No,No,Rarely,No,No,No,Maybe
02-01-2024 23:12,51,Female,Canada,No,Yes,No,Don't know,No,No,Maybe
02-01-2024 23:13,64,Female,Germany,No,Yes,Rarely,Yes,Yes,Yes,No
02-01-2024 23:14,27,Female,Germany,Yes,Yes,Rarely,Yes,Yes,No,Maybe
02-01-2024 23:15,47,Female,Canada,No,Yes,Never,Yes,Yes,Maybe,Yes
02-01-2024 23:16,39,Female,Australia,No,Yes,Sometimes,No,No,No,Yes
02-01-2024 23:17,61,Male,Germany,No,No,Often,Don't know,No,Maybe,No
02-01-2024 23:18,61,Female,United Kingdom,No,No,Often,Don't know,No,Maybe,Yes
02-01-2024 23:19,22,Female,Australia,No,No,Never,No,No,No,No
02-01-2024 23:20,30,Male,Canada,Yes,Yes,Sometimes,No,Yes,Yes,No
02-01-2024 23:21,53,Male,Canada,No,No,Rarely,Yes,Don't know,Maybe,Yes
02-01-2024 23:22,23,Female,United Kingdom,Yes,Yes,Never,Don't know,No,Maybe,No
02-01-2024 23:23,60,Female,India,Yes,No,Rarely,Yes,Yes,No,Yes
02-01-2024 23:24,42,Male,India,Yes,No,Often,No,Don't know,Yes,Maybe
02-01-2024 23:25,52,Male,India,No,Yes,Often,No,Don't know,Maybe,No
02-01-2024 23:26,47,Male,United Kingdom,No,No,Rarely,No,No,No,Maybe
02-01-2024 23:27,43,Male,United Kingdom,Yes,No,Yes,Yes,No,No,No
02-01-2024 23:28,50,Male,Canada,No,No,Never,No,Don't know,No,No
02-01-2024 23:29,62,Female,Germany,No,Yes,Often,Yes,No,No,Yes
02-01-2024 23:30,23,Male,United States,Yes,No,Never,Don't know,No,Maybe,Yes
02-01-2024 23:31,46,Female,Australia,No,No,No,Yes,Yes,Maybe,Yes
02-01-2024 23:32,44,Female,India,No,Yes,Rarely,Yes,No,Maybe,No
02-01-2024 23:33,19,Male,Germany,Yes,No,Never,No,Yes,Yes,Yes
02-01-2024 23:34,45,Female,India,No,Yes,Sometimes,No,Yes,No,Maybe
02-01-2024 23:35,39,Male,United Kingdom,No,No,Yes,Don't know,No,No,No
02-01-2024 23:36,39,Female,Canada,No,No,Sometimes,Don't know,No,Yes,Maybe
02-01-2024 23:37,18,Male,Germany,Yes,Yes,Often,Don't know,Yes,Yes,No
02-01-2024 23:38,52,Other,United Kingdom,No,No,No,Don't know,Yes,Maybe,Yes
02-01-2024 23:39,58,Male,United States,Yes,Yes,Rarely,Don't know,Yes,Yes,Maybe
02-01-2024 23:40,45,Other,India,No,No,No,Don't know,Don't know,Yes,No
02-01-2024 23:41,25,Male,Canada,No,Yes,Often,Yes,Don't know,Maybe,Yes
02-01-2024 23:42,19,Male,India,Yes,No,Often,Don't know,Don't know,No,Maybe
02-01-2024 23:43,64,Female,Germany,No,Yes,No,Don't know,Don't know,Maybe,Yes
02-01-2024 23:44,46,Male,United Kingdom,No,Yes,Yes,Don't know,No,No,Yes
02-01-2024 23:45,26,Female,United Kingdom,No,Yes,No,Don't know,Yes,No,Maybe
02-01-2024 23:46,44,Male,Australia,No,Yes,Rarely,No,Yes,No,Maybe
02-01-2024 23:47,53,Female,Australia,No,No,Sometimes,Don't know,No,No,No
02-01-2024 23:48,33,Female,Germany,No,No,Often,No,Yes,Maybe,No
02-01-2024 23:49,48,Male,Canada,Yes,No,No,No,No,No,Yes
02-01-2024 23:50,41,Female,United Kingdom,No,No,Yes,Don't know,No,Yes,Maybe
02-01-2024 23:51,23,Male,United States,Yes,No,Rarely,Yes,No,Yes,Maybe
02-01-2024 23:52,49,Female,India,No,Yes,Yes,Don't know,No,No,Maybe
02-01-2024 23:53,44,Male,India,No,Yes,Sometimes,Don't know,No,Maybe,Maybe
02-01-2024 23:54,37,Male,Canada,Yes,No,Sometimes,No,Don't know,No,Maybe
02-01-2024 23:55,37,Female,Australia,No,No,Never,Don't know,No,No,No
02-01-2024 23:56,55,Male,United States,No,Yes,No,Don't know,Yes,Yes,Yes
02-01-2024 23:57,37,Female,United Kingdom,No,Yes,No,Yes,Don't know,Yes,Yes
02-01-2024 23:58,50,Male,United States,No,Yes,Yes,No,No,Yes,Maybe
02-01-2024 23:59,64,Male,United Kingdom,No,Yes,Often,No,Yes,Yes,No
03-01-2024 00:00,20,Male,Germany,No,No,Sometimes,Yes,Yes,Yes,Yes
03-01-2024 00:01,18,Male,Germany,No,Yes,Yes,No,Don't know,Yes,Yes
03-01-2024 00:02,37,Male,United States,Yes,No,Often,Don't know,Don't know,Yes,No
03-01-2024 00:03,40,Female,Australia,No,No,Rarely,Yes,Yes,No,Yes
03-01-2024 00:04,28,Female,India,No,No,Sometimes,Don't know,Don't know,No,Yes
03-01-2024 00:05,36,Male,Germany,No,Yes,Yes,No,No,Maybe,No
03-01-2024 00:06,26,Male,India,No,No,Often,Yes,Don't know,Yes,Maybe
03-01-2024 00:07,60,Male,India,No,Yes,Yes,Yes,No,Yes,Maybe
03-01-2024 00:08,50,Other,India,No,No,Sometimes,Yes,No,No,No
03-01-2024 00:09,22,Female,Germany,No,No,Never,Don't know,Don't know,Maybe,Maybe
03-01-2024 00:10,24,Male,Australia,No,No,Yes,Yes,Don't know,Yes,Yes
03-01-2024 00:11,18,Other,United States,No,No,Never,Don't know,Yes,Maybe,No
03-01-2024 00:12,54,Male,Canada,No,No,Often,Yes,Yes,Yes,Maybe
03-01-2024 00:13,35,Female,Canada,No,Yes,Yes,No,No,No,Maybe
03-01-2024 00:14,25,Male,United Kingdom,Yes,Yes,Never,Don't know,No,No,Maybe
03-01-2024 00:15,43,Male,Australia,No,Yes,Yes,No,No,Maybe,Maybe
03-01-2024 00:16,31,Female,Canada,No,Yes,Rarely,Yes,Don't know,Yes,Yes
03-01-2024 00:17,37,Female,Canada,No,No,Never,Yes,No,Yes,Yes
03-01-2024 00:18,44,Male,Australia,Yes,Yes,Often,Don't know,Don't know,Maybe,No
03-01-2024 00:19,50,Female,Germany,No,Yes,Never,No,Yes,No,No
03-01-2024 00:20,47,Male,India,No,No,Sometimes,Yes,Yes,No,Yes
03-01-2024 00:21,60,Male,Australia,No,No,Often,Yes,Don't know,No,Maybe
03-01-2024 00:22,30,Male,United States,Yes,Yes,Sometimes,Yes,Yes,No,Yes
03-01-2024 00:23,28,Female,Canada,No,Yes,Sometimes,No,Yes,Yes,Yes
03-01-2024 00:24,55,Male,India,Yes,No,Yes,Yes,Yes,Yes,Yes
03-01-2024 00:25,20,Male,United Kingdom,No,Yes,Rarely,Don't know,Don't know,Maybe,Yes
03-01-2024 00:26,33,Female,Australia,No,No,No,No,No,Maybe,Yes
03-01-2024 00:27,42,Female,Germany,No,Yes,No,Don't know,Yes,No,No
03-01-2024 00:28,47,Female,India,Yes,No,Yes,Yes,Yes,Yes,No
03-01-2024 00:29,31,Female,India,Yes,No,Often,No,Yes,Maybe,Maybe
03-01-2024 00:30,60,Female,United States,No,Yes,Yes,Don't know,Yes,Maybe,No
03-01-2024 00:31,28,Male,United Kingdom,No,No,Never,No,No,Yes,Yes
03-01-2024 00:32,47,Male,Canada,No,Yes,Rarely,Don't know,Don't know,Maybe,Maybe
03-01-2024 00:33,57,Male,United Kingdom,No,Yes,No,No,Don't know,Yes,Maybe
03-01-2024 00:34,44,Female,United Kingdom,No,Yes,Never,No,Don't know,Yes,Yes
03-01-2024 00:35,41,Female,India,Yes,Yes,Yes,No,No,Yes,Yes
03-01-2024 00:36,19,Female,Germany,Yes,Yes,Sometimes,No,Don't know,No,Yes
03-01-2024 00:37,41,Female,India,No,Yes,No,Yes,No,Maybe,Maybe
03-01-2024 00:38,35,Male,Canada,No,Yes,Yes,Yes,Don't know,Yes,Maybe
03-01-2024 00:39,20,Male,United Kingdom,No,Yes,No,Yes,Yes,No,No
03-01-2024 00:40,52,Male,Australia,No,Yes,Rarely,No,Yes,Yes,Yes
03-01-2024 00:41,28,Other,India,Yes,No,Rarely,Don't know,Don't know,Maybe,Yes
03-01-2024 00:42,38,Male,India,Yes,Yes,Often,Don't know,Don't know,No,No
03-01-2024 00:43,55,Female,Australia,Yes,No,No,No,Yes,Yes,Yes
03-01-2024 00:44,52,Male,United States,No,No,Yes,No,Yes,No,No
03-01-2024 00:45,49,Female,India,Yes,Yes,No,Yes,No,Maybe,Maybe
03-01-2024 00:46,26,Female,India,No,Yes,No,Don't know,Yes,No,No
03-01-2024 00:47,25,Male,United Kingdom,No,No,No,No,No,Yes,Maybe
03-01-2024 00:48,42,Other,Canada,No,No,Often,No,No,No,Yes
03-01-2024 00:49,33,Female,United Kingdom,No,No,No,Yes,Don't know,Yes,Maybe
03-01-2024 00:50,24,Female,Canada,No,No,Never,Don't know,Don't know,No,Yes
03-01-2024 00:51,48,Male,United Kingdom,No,No,Rarely,No,Don't know,Maybe,Maybe
03-01-2024 00:52,41,Male,India,Yes,No,Yes,Yes,Yes,Maybe,No
03-01-2024 00:53,56,Male,United States,Yes,No,No,Yes,Don't know,Maybe,Maybe
03-01-2024 00:54,58,Male,Germany,No,No,Often,Don't know,Don't know,No,Yes
03-01-2024 00:55,28,Male,Germany,Yes,Yes,No,Yes,No,Maybe,Maybe
03-01-2024 00:56,47,Female,United States,No,Yes,Yes,Don't know,Yes,No,Yes
03-01-2024 00:57,39,Male,Canada,No,No,Often,No,Yes,Yes,Yes
03-01-2024 00:58,52,Female,United Kingdom,Yes,No,Never,No,No,Maybe,Maybe
03-01-2024 00:59,18,Female,India,No,Yes,Often,Yes,Yes,Yes,No
03-01-2024 01:00,30,Female,United Kingdom,No,Yes,No,Yes,Don't know,Maybe,Maybe
03-01-2024 01:01,24,Male,Germany,Yes,Yes,No,Don't know,Yes,No,No
03-01-2024 01:02,24,Female,Australia,No,No,Yes,Don't know,Yes,No,No
03-01-2024 01:03,21,Other,Germany,No,No,Often,Don't know,Don't know,Maybe,No
03-01-2024 01:04,42,Female,United States,No,No,Often,Don't know,No,Yes,Yes
